,asset,assetAmount,value,date
750,ETH-C,892440.0,1518676372.56,2022-08-25-00-00-00-000000
751,WSTETH-A,128339.0,229347328.12,2022-08-25-00-00-00-000000
752,WSTETH-B,154798.0,276631097.29,2022-08-25-00-00-00-000000
753,USDC-A,227112486.0,227112485.7,2022-08-25-00-00-00-000000
754,WBTC-A,33708.0,731886013.06,2022-08-25-00-00-00-000000
755,WBTC-B,724.0,15717845.69,2022-08-25-00-00-00-000000
756,WBTC-C,4766.0,103479813.31,2022-08-25-00-00-00-000000
757,MANA-A,68345084.0,58186355.71,2022-08-25-00-00-00-000000
758,USDP-A,6237220.0,6237219.84,2022-08-25-00-00-00-000000
759,LINK-A,834124.0,6122467.0,2022-08-25-00-00-00-000000
760,YFI-A,51.0,510089.01,2022-08-25-00-00-00-000000
761,GUSD-A,392094.0,392093.89,2022-08-25-00-00-00-000000
762,RENBTC-A,351.0,7616269.0,2022-08-25-00-00-00-000000
763,MATIC-A,131008348.0,108836492.9,2022-08-25-00-00-00-000000
764,UNIV2USDCETH-A,0.04032909,6770705.66,2022-08-25-00-00-00-000000
765,UNIV2DAIUSDC-A,21.76432465,49025060.88,2022-08-25-00-00-00-000000
766,GUNIV3DAIUSDC1-A,423717.0,432411726.93,2022-08-25-00-00-00-000000
767,GUNIV3DAIUSDC2-A,4468144.0,903662476.54,2022-08-25-00-00-00-000000
768,CRVV1ETHSTETH-A,476.22194214,814031.07,2022-08-25-00-00-00-000000
769,RWA001-A,1.0,15913500.0,2022-08-25-00-00-00-000000
770,RWA002-A,1.0,22495725.0,2022-08-25-00-00-00-000000
771,RWA003-A,1.0,2359560.0,2022-08-25-00-00-00-000000
772,RWA004-A,1.0,8815730.0,2022-08-25-00-00-00-000000
773,RWA005-A,1.0,17199394.0,2022-08-25-00-00-00-000000
774,RWA006-A,0.0,0.0,2022-08-25-00-00-00-000000
775,RWA008-A,0.0,0.0,2022-08-25-00-00-00-000000
776,RWA009-A,1.0,100000000.0,2022-08-25-00-00-00-000000
777,USDC,3444511217.0,3447955728.2169995,2022-08-25-00-00-00-000000
778,USDP,446535241.0,446474065.671983,2022-08-25-00-00-00-000000
779,GUSD,41427.0,41363.078139000005,2022-08-25-00-00-00-000000
780,ETH-A,499739.0,839092055.11,2022-08-26-00-00-00-000000
781,ETH-B,82260.0,138119191.92,2022-08-26-00-00-00-000000
782,ETH-C,892579.0,1498693527.51,2022-08-26-00-00-00-000000
783,WSTETH-A,128353.0,228158853.06,2022-08-26-00-00-00-000000
784,WSTETH-B,154836.0,275234047.43,2022-08-26-00-00-00-000000
785,USDC-A,227112486.0,227112485.7,2022-08-26-00-00-00-000000
786,WBTC-A,33708.0,724186067.48,2022-08-26-00-00-00-000000
787,WBTC-B,721.0,15483271.46,2022-08-26-00-00-00-000000
788,WBTC-C,4766.0,102391134.31,2022-08-26-00-00-00-000000
789,MANA-A,68345084.0,57374861.96,2022-08-26-00-00-00-000000
790,USDP-A,6237220.0,6237219.84,2022-08-26-00-00-00-000000
791,LINK-A,822309.0,5819216.96,2022-08-26-00-00-00-000000
792,YFI-A,51.0,494989.15,2022-08-26-00-00-00-000000
793,GUSD-A,392094.0,392093.89,2022-08-26-00-00-00-000000
794,RENBTC-A,351.0,7536140.59,2022-08-26-00-00-00-000000
795,MATIC-A,131008348.0,107883678.09,2022-08-26-00-00-00-000000
796,UNIV2USDCETH-A,0.04032909,6762463.99,2022-08-26-00-00-00-000000
797,UNIV2DAIUSDC-A,21.76432465,49025126.36,2022-08-26-00-00-00-000000
798,GUNIV3DAIUSDC1-A,434852.0,443776837.61,2022-08-26-00-00-00-000000
799,GUNIV3DAIUSDC2-A,4468144.0,903664834.22,2022-08-26-00-00-00-000000
800,CRVV1ETHSTETH-A,515.94724746,890482.59,2022-08-26-00-00-00-000000
801,RWA001-A,1.0,15913500.0,2022-08-26-00-00-00-000000
802,RWA002-A,1.0,22495725.0,2022-08-26-00-00-00-000000
803,RWA003-A,1.0,2359560.0,2022-08-26-00-00-00-000000
804,RWA004-A,1.0,8815730.0,2022-08-26-00-00-00-000000
805,RWA005-A,1.0,17199394.0,2022-08-26-00-00-00-000000
806,RWA006-A,0.0,0.0,2022-08-26-00-00-00-000000
807,RWA008-A,0.0,0.0,2022-08-26-00-00-00-000000
808,RWA009-A,1.0,100000000.0,2022-08-26-00-00-00-000000
809,USDC,3414870382.0,3412251176.417006,2022-08-26-00-00-00-000000
810,USDP,486500800.0,485205248.3696,2022-08-26-00-00-00-000000
811,GUSD,41427.0,41357.112651,2022-08-26-00-00-00-000000
812,ETH-A,483276.0,702522415.06,2022-08-29-00-00-00-000000
813,ETH-B,79826.0,116040144.96,2022-08-29-00-00-00-000000
814,ETH-C,893141.0,1298330219.01,2022-08-29-00-00-00-000000
815,WSTETH-A,128588.0,196367630.78,2022-08-29-00-00-00-000000
816,WSTETH-B,234291.0,357787553.82,2022-08-29-00-00-00-000000
817,USDC-A,227112486.0,227112485.7,2022-08-29-00-00-00-000000
818,WBTC-A,33710.0,668564305.51,2022-08-29-00-00-00-000000
819,WBTC-B,682.0,13519509.4,2022-08-29-00-00-00-000000
820,WBTC-C,4762.0,94436994.98,2022-08-29-00-00-00-000000
821,MANA-A,68345084.0,51682293.75,2022-08-29-00-00-00-000000
822,USDP-A,6237220.0,6237219.84,2022-08-29-00-00-00-000000
823,LINK-A,814376.0,5166090.45,2022-08-29-00-00-00-000000
824,YFI-A,49.0,424801.7,2022-08-29-00-00-00-000000
825,GUSD-A,392094.0,392093.89,2022-08-29-00-00-00-000000
826,RENBTC-A,350.0,6933015.95,2022-08-29-00-00-00-000000
827,MATIC-A,131162272.0,102218062.11,2022-08-29-00-00-00-000000
828,UNIV2USDCETH-A,0.04038081,6315540.91,2022-08-29-00-00-00-000000
829,UNIV2DAIUSDC-A,21.73035018,48948902.01,2022-08-29-00-00-00-000000
830,GUNIV3DAIUSDC1-A,434852.0,443777957.32,2022-08-29-00-00-00-000000
831,GUNIV3DAIUSDC2-A,4430684.0,896095008.78,2022-08-29-00-00-00-000000
832,CRVV1ETHSTETH-A,519.5901079,768228.12,2022-08-29-00-00-00-000000
833,RWA001-A,1.0,15913500.0,2022-08-29-00-00-00-000000
834,RWA002-A,1.0,22495725.0,2022-08-29-00-00-00-000000
835,RWA003-A,1.0,2359560.0,2022-08-29-00-00-00-000000
836,RWA004-A,1.0,8815730.0,2022-08-29-00-00-00-000000
837,RWA005-A,1.0,17199394.0,2022-08-29-00-00-00-000000
838,RWA006-A,0.0,0.0,2022-08-29-00-00-00-000000
839,RWA008-A,0.0,0.0,2022-08-29-00-00-00-000000
840,RWA009-A,1.0,100000000.0,2022-08-29-00-00-00-000000
841,USDC,3347776038.0,3344943819.471852,2022-08-29-00-00-00-000000
842,USDP,499509923.0,499061862.599069,2022-08-29-00-00-00-000000
843,GUSD,41427.0,41301.06192,2022-08-29-00-00-00-000000
844,ETH-A,482154.0,745096322.83,2022-09-01-00-00-00-000000
845,ETH-B,81196.0,125475616.4,2022-09-01-00-00-00-000000
846,ETH-C,895748.0,1384243582.28,2022-09-01-00-00-00-000000
847,WSTETH-A,128772.0,209082844.62,2022-09-01-00-00-00-000000
848,WSTETH-B,234123.0,380137662.14,2022-09-01-00-00-00-000000
849,USDC-A,227112486.0,227112485.7,2022-09-01-00-00-00-000000
850,WBTC-A,33589.0,672796264.5,2022-09-01-00-00-00-000000
851,WBTC-B,708.0,14180064.75,2022-09-01-00-00-00-000000
852,WBTC-C,4882.0,97780655.29,2022-09-01-00-00-00-000000
853,MANA-A,68345084.0,52737802.5,2022-09-01-00-00-00-000000
854,USDP-A,6237220.0,6237219.84,2022-09-01-00-00-00-000000
855,LINK-A,814376.0,5409084.44,2022-09-01-00-00-00-000000
856,YFI-A,49.0,446145.98,2022-09-01-00-00-00-000000
857,GUSD-A,392094.0,392093.89,2022-09-01-00-00-00-000000
858,RENBTC-A,350.0,7002038.17,2022-09-01-00-00-00-000000
859,MATIC-A,131268561.0,110154918.05,2022-09-01-00-00-00-000000
860,UNIV2USDCETH-A,0.04038081,6588085.46,2022-09-01-00-00-00-000000
861,UNIV2DAIUSDC-A,21.59786842,48650997.71,2022-09-01-00-00-00-000000
862,GUNIV3DAIUSDC1-A,439195.0,448212719.12,2022-09-01-00-00-00-000000
863,GUNIV3DAIUSDC2-A,4633607.0,937146040.13,2022-09-01-00-00-00-000000
864,CRVV1ETHSTETH-A,519.5901079,836350.19,2022-09-01-00-00-00-000000
865,RWA001-A,1.0,15913500.0,2022-09-01-00-00-00-000000
866,RWA002-A,1.0,22495725.0,2022-09-01-00-00-00-000000
867,RWA003-A,1.0,2359560.0,2022-09-01-00-00-00-000000
868,RWA004-A,1.0,8815730.0,2022-09-01-00-00-00-000000
869,RWA005-A,1.0,17199394.0,2022-09-01-00-00-00-000000
870,RWA006-A,0.0,0.0,2022-09-01-00-00-00-000000
871,RWA008-A,0.0,0.0,2022-09-01-00-00-00-000000
872,RWA009-A,1.0,100000000.0,2022-09-01-00-00-00-000000
873,USDC,3321043726.0,3309506420.095876,2022-09-01-00-00-00-000000
874,USDP,499475731.0,498927806.123093,2022-09-01-00-00-00-000000
875,GUSD,41427.0,41263.197642,2022-09-01-00-00-00-000000
